racename,riderposition,ridername,riderteam
Dwars door Vlaanderen - A travers la Flandre ME,4,JORGENSON Matteo,Team Visma | Lease a Bike
Dwars door Vlaanderen - A travers la Flandre ME,5,PEDERSEN Mads,Lidl - Trek
Dwars door Vlaanderen - A travers la Flandre ME,6,DEL GROSSO Tibor,Alpecin - Deceuninck
Dwars door Vlaanderen - A travers la Flandre ME,7,DE BONDT Dries,Decathlon AG2R La Mondiale Team
Dwars door Vlaanderen - A travers la Flandre ME,8,LIVYNS Arjen,Lotto
Dwars door Vlaanderen - A travers la Flandre ME,9,KÜNG Stefan,Groupama - FDJ
Dwars door Vlaanderen - A travers la Flandre ME,10,SEGAERT Alec,Lotto
Dwars door Vlaanderen - A travers la Flandre ME,11,TILLER Rasmus,Uno-X Mobility
Dwars door Vlaanderen - A travers la Flandre ME,12,GAUTHERAT Pierre,Decathlon AG2R La Mondiale Team
Dwars door Vlaanderen - A travers la Flandre ME,13,BOL Cees,XDS Astana Team
Dwars door Vlaanderen - A travers la Flandre ME,14,VAN DEN BERG Marijn,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,15,VAN DIJKE Mick,Red Bull - BORA - hansgrohe
Dwars door Vlaanderen - A travers la Flandre ME,16,WRIGHT Fred,Bahrain - Victorious
Dwars door Vlaanderen - A travers la Flandre ME,17,GIRMAY Biniam,Intermarché - Wanty
Dwars door Vlaanderen - A travers la Flandre ME,18,STUYVEN Jasper,Lidl - Trek
Dwars door Vlaanderen - A travers la Flandre ME,19,LAMPAERT Yves,Soudal Quick-Step
Dwars door Vlaanderen - A travers la Flandre ME,20,BLACKMORE Joseph,Israel - Premier Tech
Dwars door Vlaanderen - A travers la Flandre ME,21,BJERG Mikkel,UAE Team Emirates - XRG
Dwars door Vlaanderen - A travers la Flandre ME,22,HONORÉ Mikkel Frølich,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,23,VAN BAARLE Dylan,Team Visma | Lease a Bike
Dwars door Vlaanderen - A travers la Flandre ME,24,COQUARD Bryan,Cofidis
Dwars door Vlaanderen - A travers la Flandre ME,25,SHEFFIELD Magnus,INEOS Grenadiers
Dwars door Vlaanderen - A travers la Flandre ME,26,HOELGAARD Markus,Uno-X Mobility
Dwars door Vlaanderen - A travers la Flandre ME,27,PLUIMERS Rick,Tudor Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,28,REX Laurenz,Intermarché - Wanty
Dwars door Vlaanderen - A travers la Flandre ME,29,VAN ASBROECK Tom,Israel - Premier Tech
Dwars door Vlaanderen - A travers la Flandre ME,30,DEGENKOLB John,Team Picnic PostNL
Dwars door Vlaanderen - A travers la Flandre ME,31,DE PESTEL Sander,Decathlon AG2R La Mondiale Team
Dwars door Vlaanderen - A travers la Flandre ME,32,AULAR Orluis,Movistar Team
Dwars door Vlaanderen - A travers la Flandre ME,33,KRIEGER Alexander,Tudor Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,34,BRAET Vito,Intermarché - Wanty
Dwars door Vlaanderen - A travers la Flandre ME,35,O'BRIEN Kelland,Team Jayco AlUla
Dwars door Vlaanderen - A travers la Flandre ME,36,EENKHOORN Pascal,Soudal Quick-Step
Dwars door Vlaanderen - A travers la Flandre ME,37,VAN SINTMAARTENSDIJK Roel,Intermarché - Wanty
Dwars door Vlaanderen - A travers la Flandre ME,38,VAN LERBERGHE Bert,Soudal Quick-Step
Dwars door Vlaanderen - A travers la Flandre ME,39,VAN DEN BOSSCHE Fabio,Alpecin - Deceuninck
Dwars door Vlaanderen - A travers la Flandre ME,40,SWEENY Harry,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,41,WALSCHEID Max,Team Jayco AlUla
Dwars door Vlaanderen - A travers la Flandre ME,42,NIZZOLO Giacomo,Q36.5 Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,43,MEEUS Jordi,Red Bull - BORA - hansgrohe
Dwars door Vlaanderen - A travers la Flandre ME,44,RENARD Alexis,Cofidis
Dwars door Vlaanderen - A travers la Flandre ME,45,TEUNISSEN Mike,XDS Astana Team
Dwars door Vlaanderen - A travers la Flandre ME,46,GARCÍA CORTINA Iván,Movistar Team
Dwars door Vlaanderen - A travers la Flandre ME,47,PASQUALON Andrea,Bahrain - Victorious
Dwars door Vlaanderen - A travers la Flandre ME,48,PARISINI Nicolò,Q36.5 Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,49,MOHORIČ Matej,Bahrain - Victorious
Dwars door Vlaanderen - A travers la Flandre ME,50,RUSSO Clément,Groupama - FDJ
Dwars door Vlaanderen - A travers la Flandre ME,51,VAN MECHELEN Vlad,Bahrain - Victorious
Dwars door Vlaanderen - A travers la Flandre ME,52,DE SCHUYTENEER Steffen,Lotto
Dwars door Vlaanderen - A travers la Flandre ME,53,MERLIER Tim,Soudal Quick-Step
Dwars door Vlaanderen - A travers la Flandre ME,54,MILESI Lorenzo,Movistar Team
Dwars door Vlaanderen - A travers la Flandre ME,55,SWIFT Ben,INEOS Grenadiers
Dwars door Vlaanderen - A travers la Flandre ME,56,PLANCKAERT Edward,Alpecin - Deceuninck
Dwars door Vlaanderen - A travers la Flandre ME,57,CHRISTEN Fabio,Q36.5 Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,58,PEDERSEN Casper,Soudal Quick-Step
Dwars door Vlaanderen - A travers la Flandre ME,59,LIEPIŅŠ Emīls,Q36.5 Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,60,SERRANO Gonzalo,Movistar Team
Dwars door Vlaanderen - A travers la Flandre ME,61,LIENHARD Fabian,Tudor Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,62,THEUNS Edward,Lidl - Trek
Dwars door Vlaanderen - A travers la Flandre ME,63,REYNDERS Jens,Wagner Bazin WB
Dwars door Vlaanderen - A travers la Flandre ME,64,DÉMARE Arnaud,Arkéa - B&B Hotels
Dwars door Vlaanderen - A travers la Flandre ME,65,SHEEHAN Riley,Israel - Premier Tech
Dwars door Vlaanderen - A travers la Flandre ME,66,NARVÁEZ Jhonatan,UAE Team Emirates - XRG
Dwars door Vlaanderen - A travers la Flandre ME,67,DE GENDT Aimé,Cofidis
Dwars door Vlaanderen - A travers la Flandre ME,68,MAISONOBE Sam,Cofidis
Dwars door Vlaanderen - A travers la Flandre ME,69,LOZOUET Léandre,Arkéa - B&B Hotels
Dwars door Vlaanderen - A travers la Flandre ME,70,DESAL Ceriel,Wagner Bazin WB
Dwars door Vlaanderen - A travers la Flandre ME,71,BARONCINI Filippo,UAE Team Emirates - XRG
Dwars door Vlaanderen - A travers la Flandre ME,72,LAMBRECHT Michiel,Wagner Bazin WB
Dwars door Vlaanderen - A travers la Flandre ME,73,CHAMBERLAIN Oscar,Decathlon AG2R La Mondiale Team
Dwars door Vlaanderen - A travers la Flandre ME,74,VAN DEN BERG Julius,Team Picnic PostNL
Dwars door Vlaanderen - A travers la Flandre ME,75,VANDENSTORME Dylan,Team Flanders - Baloise
Dwars door Vlaanderen - A travers la Flandre ME,76,JUNGELS Bob,INEOS Grenadiers
Dwars door Vlaanderen - A travers la Flandre ME,77,GRIGNARD Sébastien,Lotto
Dwars door Vlaanderen - A travers la Flandre ME,78,NORSGAARD Mathias,Movistar Team
Dwars door Vlaanderen - A travers la Flandre ME,79,VLIEGEN Loïc,Wagner Bazin WB
Dwars door Vlaanderen - A travers la Flandre ME,80,SÜTTERLIN Jasha,Team Jayco AlUla
Dwars door Vlaanderen - A travers la Flandre ME,81,DECLERCQ Tim,Lidl - Trek
Dwars door Vlaanderen - A travers la Flandre ME,82,VAN MOER Brent,Lotto
Dwars door Vlaanderen - A travers la Flandre ME,83,GIDDINGS Joshua,Lotto
Dwars door Vlaanderen - A travers la Flandre ME,84,VAN DER SANDE Tosh,Team Visma | Lease a Bike
Dwars door Vlaanderen - A travers la Flandre ME,85,REINDERS Elmar,Team Jayco AlUla
Dwars door Vlaanderen - A travers la Flandre ME,86,STEIMLE Jannik,Q36.5 Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,87,MAYRHOFER Marius,Tudor Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,88,HAGENES Per Strand,Team Visma | Lease a Bike
Dwars door Vlaanderen - A travers la Flandre ME,89,PEDERSEN Rasmus Søjberg,Decathlon AG2R La Mondiale Team
Dwars door Vlaanderen - A travers la Flandre ME,90,MADOUAS Valentin,Groupama - FDJ
Dwars door Vlaanderen - A travers la Flandre ME,91,DEMAN Brem,Team Flanders - Baloise
Dwars door Vlaanderen - A travers la Flandre ME,92,MACIEJUK Filip,Red Bull - BORA - hansgrohe
Dwars door Vlaanderen - A travers la Flandre ME,93,VAN HEMELEN Vincent,Team Flanders - Baloise
Dwars door Vlaanderen - A travers la Flandre ME,94,MORO Manlio,Movistar Team
Dwars door Vlaanderen - A travers la Flandre ME,95,BALLERINI Davide,XDS Astana Team
Dwars door Vlaanderen - A travers la Flandre ME,96,KANTER Max,XDS Astana Team
Dwars door Vlaanderen - A travers la Flandre ME,97,WELSFORD Sam,Red Bull - BORA - hansgrohe
Dwars door Vlaanderen - A travers la Flandre ME,500,THIERRY Pierre,Arkéa - B&B Hotels
Dwars door Vlaanderen - A travers la Flandre ME,500,GONZÁLEZ David,Q36.5 Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,500,KRIJNSEN Jelte,Team Jayco AlUla
Dwars door Vlaanderen - A travers la Flandre ME,500,PICKRELL Riley,Israel - Premier Tech
Dwars door Vlaanderen - A travers la Flandre ME,500,GAMPER Patrick,Team Jayco AlUla
Dwars door Vlaanderen - A travers la Flandre ME,500,DONALDSON Robert,Team Jayco AlUla
Dwars door Vlaanderen - A travers la Flandre ME,500,BENNETT Sam,Decathlon AG2R La Mondiale Team
Dwars door Vlaanderen - A travers la Flandre ME,500,POLLEFLIET Gianluca,Decathlon AG2R La Mondiale Team
Dwars door Vlaanderen - A travers la Flandre ME,500,TOWNSEND Rory,Q36.5 Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,500,CIMOLAI Davide,Movistar Team
Dwars door Vlaanderen - A travers la Flandre ME,500,VANGHELUWE Warre,Soudal Quick-Step
Dwars door Vlaanderen - A travers la Flandre ME,500,MAGNIER Paul,Soudal Quick-Step
Dwars door Vlaanderen - A travers la Flandre ME,500,LOUVEL Matis,Israel - Premier Tech
Dwars door Vlaanderen - A travers la Flandre ME,500,ROBEET Ludovic,Cofidis
Dwars door Vlaanderen - A travers la Flandre ME,500,STANNARD Robert,Bahrain - Victorious
Dwars door Vlaanderen - A travers la Flandre ME,500,SCOTSON Miles,Arkéa - B&B Hotels
Dwars door Vlaanderen - A travers la Flandre ME,500,EPIS Giosuè,Arkéa - B&B Hotels
Dwars door Vlaanderen - A travers la Flandre ME,500,MAHOUDO Nolann,Cofidis
Dwars door Vlaanderen - A travers la Flandre ME,500,NABERMAN Tim,Team Picnic PostNL
Dwars door Vlaanderen - A travers la Flandre ME,500,KLUCKERS Arthur,Tudor Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,500,KELEMEN Petr,Tudor Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,500,VANDEVELDE Yentl,Team Flanders - Baloise
Dwars door Vlaanderen - A travers la Flandre ME,500,GERITS Vince,Team Flanders - Baloise
Dwars door Vlaanderen - A travers la Flandre ME,500,DENS Tuur,Team Flanders - Baloise
Dwars door Vlaanderen - A travers la Flandre ME,500,VERCOUILLIE Victor,Team Flanders - Baloise
Dwars door Vlaanderen - A travers la Flandre ME,500,WEEMAES Sasha,Wagner Bazin WB
Dwars door Vlaanderen - A travers la Flandre ME,500,ERMAKOV Roman,Bahrain - Victorious
Dwars door Vlaanderen - A travers la Flandre ME,500,BEZZA Quentin,Wagner Bazin WB
Dwars door Vlaanderen - A travers la Flandre ME,500,RAISBERG Nadav,Israel - Premier Tech
Dwars door Vlaanderen - A travers la Flandre ME,500,LEIJNSE Enzo,Team Picnic PostNL
Dwars door Vlaanderen - A travers la Flandre ME,500,FLYNN Sean,Team Picnic PostNL
Dwars door Vlaanderen - A travers la Flandre ME,500,ROOSEN Timo,Team Picnic PostNL
Dwars door Vlaanderen - A travers la Flandre ME,500,EDMONDSON Alex,Team Picnic PostNL
Dwars door Vlaanderen - A travers la Flandre ME,500,PITHIE Laurence,Red Bull - BORA - hansgrohe
Dwars door Vlaanderen - A travers la Flandre ME,500,BRUTTOMESSO Alberto,Bahrain - Victorious
Dwars door Vlaanderen - A travers la Flandre ME,500,CAPIOT Amaury,Arkéa - B&B Hotels
Dwars door Vlaanderen - A travers la Flandre ME,500,STEWART Jake,Israel - Premier Tech
Dwars door Vlaanderen - A travers la Flandre ME,500,VAN ROOY Kenneth,Wagner Bazin WB
Dwars door Vlaanderen - A travers la Flandre ME,500,BERCKMOES Jenno,Lotto
Dwars door Vlaanderen - A travers la Flandre ME,500,BAYER Tobias,Alpecin - Deceuninck
Dwars door Vlaanderen - A travers la Flandre ME,500,TARLING Joshua,INEOS Grenadiers
Dwars door Vlaanderen - A travers la Flandre ME,500,POLITT Nils,UAE Team Emirates - XRG
Dwars door Vlaanderen - A travers la Flandre ME,500,MOLANO Juan Sebastián,UAE Team Emirates - XRG
Dwars door Vlaanderen - A travers la Flandre ME,500,WELLENS Tim,UAE Team Emirates - XRG
Dwars door Vlaanderen - A travers la Flandre ME,500,LE GAC Olivier,Groupama - FDJ
Dwars door Vlaanderen - A travers la Flandre ME,500,MOZZATO Luca,Arkéa - B&B Hotels
Dwars door Vlaanderen - A travers la Flandre ME,500,ASKEY Lewis,Groupama - FDJ
Dwars door Vlaanderen - A travers la Flandre ME,500,MEURISSE Xandro,Alpecin - Deceuninck
Dwars door Vlaanderen - A travers la Flandre ME,500,SKUJIŅŠ Toms,Lidl - Trek
Dwars door Vlaanderen - A travers la Flandre ME,500,MILAN Jonathan,Lidl - Trek
Dwars door Vlaanderen - A travers la Flandre ME,500,VAN DER HOORN Taco,Intermarché - Wanty
Dwars door Vlaanderen - A travers la Flandre ME,500,PAGE Hugo,Intermarché - Wanty
Dwars door Vlaanderen - A travers la Flandre ME,500,MARIT Arne,Intermarché - Wanty
Dwars door Vlaanderen - A travers la Flandre ME,500,AFFINI Edoardo,Team Visma | Lease a Bike
Dwars door Vlaanderen - A travers la Flandre ME,500,MIKUTIS Aivaras,Tudor Pro Cycling Team
Dwars door Vlaanderen - A travers la Flandre ME,500,LE HUITOUZE Eddy,Groupama - FDJ
Dwars door Vlaanderen - A travers la Flandre ME,500,WÆRENSKJOLD Søren,Uno-X Mobility
Dwars door Vlaanderen - A travers la Flandre ME,500,SWIFT Connor,INEOS Grenadiers
Dwars door Vlaanderen - A travers la Flandre ME,500,WATSON Samuel,INEOS Grenadiers
Dwars door Vlaanderen - A travers la Flandre ME,500,FOSS Tobias,INEOS Grenadiers
Dwars door Vlaanderen - A travers la Flandre ME,500,VAN POPPEL Danny,Red Bull - BORA - hansgrohe
Dwars door Vlaanderen - A travers la Flandre ME,500,MULLEN Ryan,Red Bull - BORA - hansgrohe
Dwars door Vlaanderen - A travers la Flandre ME,500,WALKER Max,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,500,PHILIPSEN Jasper,Alpecin - Deceuninck
Dwars door Vlaanderen - A travers la Flandre ME,500,DOULL Owain,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,500,RICKAERT Jonas,Alpecin - Deceuninck
Dwars door Vlaanderen - A travers la Flandre ME,500,SKAARSETH Anders,Uno-X Mobility
Dwars door Vlaanderen - A travers la Flandre ME,500,BLUME LEVY William,Uno-X Mobility
Dwars door Vlaanderen - A travers la Flandre ME,500,ABRAHAMSEN Jonas,Uno-X Mobility
Dwars door Vlaanderen - A travers la Flandre ME,500,KRISTOFF Alexander,Uno-X Mobility
Dwars door Vlaanderen - A travers la Flandre ME,500,TONEATTI Davide,XDS Astana Team
Dwars door Vlaanderen - A travers la Flandre ME,500,ROMELE Alessandro,XDS Astana Team
Dwars door Vlaanderen - A travers la Flandre ME,500,BETTIOL Alberto,XDS Astana Team
Dwars door Vlaanderen - A travers la Flandre ME,500,MIHKELS Madis,EF Education - EasyPost
Dwars door Vlaanderen - A travers la Flandre ME,501,JACOBS Johan,Groupama - FDJ
Dwars door Vlaanderen - A travers la Flandre ME,501,KIRSCH Alex,Lidl - Trek
Dwars door Vlaanderen - A travers la Flandre ME,501,ALLEGAERT Piet,Cofidis
Dwars door Vlaanderen - A travers la Flandre ME,501,OLIVEIRA Rui,UAE Team Emirates - XRG
Gent-Wevelgem in Flanders Fields ME,1,PEDERSEN Mads,Lidl - Trek
Gent-Wevelgem in Flanders Fields ME,2,MERLIER Tim,Soudal Quick-Step
Gent-Wevelgem in Flanders Fields ME,3,MILAN Jonathan,Lidl - Trek
Gent-Wevelgem in Flanders Fields ME,4,KRISTOFF Alexander,Uno-X Mobility
Gent-Wevelgem in Flanders Fields ME,5,HOFSTETTER Hugo,Israel - Premier Tech
Gent-Wevelgem in Flanders Fields ME,6,BALLERINI Davide,XDS Astana Team
Gent-Wevelgem in Flanders Fields ME,7,GIRMAY Biniam,Intermarché - Wanty
Gent-Wevelgem in Flanders Fields ME,8,BERCKMOES Jenno,Lotto
Gent-Wevelgem in Flanders Fields ME,9,MEEUS Jordi,Red Bull - BORA - hansgrohe
Gent-Wevelgem in Flanders Fields ME,10,REX Laurenz,Intermarché - Wanty
Gent-Wevelgem in Flanders Fields ME,11,DEGENKOLB John,Team Picnic PostNL
Gent-Wevelgem in Flanders Fields ME,12,TURGIS Anthony,Team TotalEnergies
Gent-Wevelgem in Flanders Fields ME,13,RUSSO Clément,Groupama - FDJ
Gent-Wevelgem in Flanders Fields ME,14,MIHKELS Madis,EF Education - EasyPost
Gent-Wevelgem in Flanders Fields ME,15,TRENTIN Matteo,Tudor Pro Cycling Team
Gent-Wevelgem in Flanders Fields ME,16,TEUNISSEN Mike,XDS Astana Team
Gent-Wevelgem in Flanders Fields ME,17,LOUVEL Matis,Israel - Premier Tech
Gent-Wevelgem in Flanders Fields ME,18,FEDOROV Yevgeniy,XDS Astana Team
Gent-Wevelgem in Flanders Fields ME,19,BENOOT Tiesj,Team Visma | Lease a Bike
Gent-Wevelgem in Flanders Fields ME,20,CANAL Carlos,Movistar Team
Gent-Wevelgem in Flanders Fields ME,21,NAESEN Oliver,Decathlon AG2R La Mondiale Team
Gent-Wevelgem in Flanders Fields ME,22,DE BONDT Dries,Decathlon AG2R La Mondiale Team
Gent-Wevelgem in Flanders Fields ME,23,VERMEERSCH Florian,UAE Team Emirates - XRG
Gent-Wevelgem in Flanders Fields ME,24,GARCÍA CORTINA Iván,Movistar Team
Gent-Wevelgem in Flanders Fields ME,25,TURNER Ben,INEOS Grenadiers
Gent-Wevelgem in Flanders Fields ME,26,DE GENDT Aimé,Cofidis
Gent-Wevelgem in Flanders Fields ME,27,PITHIE Laurence,Red Bull - BORA - hansgrohe
Gent-Wevelgem in Flanders Fields ME,28,DOULL Owain,EF Education - EasyPost
Gent-Wevelgem in Flanders Fields ME,29,BISSEGGER Stefan,Decathlon AG2R La Mondiale Team
Gent-Wevelgem in Flanders Fields ME,30,JORGENSON Matteo,Team Visma | Lease a Bike
Gent-Wevelgem in Flanders Fields ME,31,VAN MOER Brent,Lotto
Gent-Wevelgem in Flanders Fields ME,32,MADOUAS Valentin,Groupama - FDJ
Gent-Wevelgem in Flanders Fields ME,33,MAISONOBE Sam,Cofidis
Gent-Wevelgem in Flanders Fields ME,34,POLITT Nils,UAE Team Emirates - XRG
Gent-Wevelgem in Flanders Fields ME,35,DE PESTEL Sander,Decathlon AG2R La Mondiale Team
Gent-Wevelgem in Flanders Fields ME,36,KIRSCH Alex,Lidl - Trek
Gent-Wevelgem in Flanders Fields ME,37,WELLENS Tim,UAE Team Emirates - XRG
Gent-Wevelgem in Flanders Fields ME,38,MAGNIER Paul,Soudal Quick-Step
Gent-Wevelgem in Flanders Fields ME,39,MATTHEWS Michael,Team Jayco AlUla
Gent-Wevelgem in Flanders Fields ME,40,ABRAHAMSEN Jonas,Uno-X Mobility
Gent-Wevelgem in Flanders Fields ME,41,CAMPENAERTS Victor,Team Visma | Lease a Bike
Gent-Wevelgem in Flanders Fields ME,42,LIVYNS Arjen,Lotto
Gent-Wevelgem in Flanders Fields ME,43,STUYVEN Jasper,Lidl - Trek
Gent-Wevelgem in Flanders Fields ME,44,PHILIPSEN Jasper,Alpecin - Deceuninck
Gent-Wevelgem in Flanders Fields ME,45,SEGAERT Alec,Lotto
Gent-Wevelgem in Flanders Fields ME,46,SKUJIŅŠ Toms,Lidl - Trek
Gent-Wevelgem in Flanders Fields ME,47,KIELICH Timo,Alpecin - Deceuninck
Gent-Wevelgem in Flanders Fields ME,48,HALLER Marco,Tudor Pro Cycling Team
Gent-Wevelgem in Flanders Fields ME,49,TARLING Joshua,INEOS Grenadiers
Gent-Wevelgem in Flanders Fields ME,50,BJERG Mikkel,UAE Team Emirates - XRG
Gent-Wevelgem in Flanders Fields ME,51,LAMPAERT Yves,Soudal Quick-Step
Gent-Wevelgem in Flanders Fields ME,52,VAN LERBERGHE Bert,Soudal Quick-Step
Gent-Wevelgem in Flanders Fields ME,53,SWEENY Harry,EF Education - EasyPost
Gent-Wevelgem in Flanders Fields ME,54,TILLER Rasmus,Uno-X Mobility
Gent-Wevelgem in Flanders Fields ME,55,WALSCHEID Max,Team Jayco AlUla
Gent-Wevelgem in Flanders Fields ME,56,WRIGHT Fred,Bahrain - Victorious
Gent-Wevelgem in Flanders Fields ME,57,VAN UDEN Casper,Team Picnic PostNL
Gent-Wevelgem in Flanders Fields ME,58,RESELL Erik Nordsæter,Uno-X Mobility
Gent-Wevelgem in Flanders Fields ME,59,DÉMARE Arnaud,Arkéa - B&B Hotels
Gent-Wevelgem in Flanders Fields ME,60,BARTHE Cyril,Groupama - FDJ
Gent-Wevelgem in Flanders Fields ME,61,GATE Aaron,XDS Astana Team
Gent-Wevelgem in Flanders Fields ME,62,LEROUX Samuel,Team TotalEnergies
Gent-Wevelgem in Flanders Fields ME,63,LIEPIŅŠ Emīls,Q36.5 Pro Cycling Team
Gent-Wevelgem in Flanders Fields ME,64,RICKAERT Jonas,Alpecin - Deceuninck
Gent-Wevelgem in Flanders Fields ME,65,LE GAC Olivier,Groupama - FDJ
Gent-Wevelgem in Flanders Fields ME,66,OLIVEIRA Rui,UAE Team Emirates - XRG
Gent-Wevelgem in Flanders Fields ME,67,VERVAEKE Louis,Soudal Quick-Step
Gent-Wevelgem in Flanders Fields ME,68,PASQUALON Andrea,Bahrain - Victorious
Gent-Wevelgem in Flanders Fields ME,69,SKAARSETH Anders,Uno-X Mobility
Gent-Wevelgem in Flanders Fields ME,70,ROBEET Ludovic,Cofidis
Gent-Wevelgem in Flanders Fields ME,71,BOL Cees,XDS Astana Team
Gent-Wevelgem in Flanders Fields ME,72,SWIFT Connor,INEOS Grenadiers
Gent-Wevelgem in Flanders Fields ME,73,VAN ASBROECK Tom,Israel - Premier Tech
Gent-Wevelgem in Flanders Fields ME,74,FLYNN Sean,Team Picnic PostNL
Gent-Wevelgem in Flanders Fields ME,75,COLMAN Alex,Team Flanders - Baloise
Gent-Wevelgem in Flanders Fields ME,76,VAN DIJKE Mick,Red Bull - BORA - hansgrohe
Gent-Wevelgem in Flanders Fields ME,77,FOSS Tobias,INEOS Grenadiers
Gent-Wevelgem in Flanders Fields ME,78,VAN DER SANDE Tosh,Team Visma | Lease a Bike
Gent-Wevelgem in Flanders Fields ME,79,WALKER Max,EF Education - EasyPost
Gent-Wevelgem in Flanders Fields ME,80,PICKRELL Riley,Israel - Premier Tech
Gent-Wevelgem in Flanders Fields ME,81,BRUNEL Alexys,Team TotalEnergies
Gent-Wevelgem in Flanders Fields ME,82,VAN DEN BOSSCHE Fabio,Alpecin - Deceuninck
Gent-Wevelgem in Flanders Fields ME,83,VERMEERSCH Gianni,Alpecin - Deceuninck
Gent-Wevelgem in Flanders Fields ME,84,VAN DIJKE Tim,Red Bull - BORA - hansgrohe
Gent-Wevelgem in Flanders Fields ME,85,STEIMLE Jannik,Q36.5 Pro Cycling Team
Gent-Wevelgem in Flanders Fields ME,86,PENHOËT Paul,Groupama - FDJ
Gent-Wevelgem in Flanders Fields ME,87,VERMOTE Julien,Team Visma | Lease a Bike
Gent-Wevelgem in Flanders Fields ME,88,RUTSCH Jonas,Intermarché - Wanty
Gent-Wevelgem in Flanders Fields ME,89,VANHOOF Ward,Team Flanders - Baloise
Gent-Wevelgem in Flanders Fields ME,90,GRADEK Kamil,Bahrain - Victorious
Gent-Wevelgem in Flanders Fields ME,91,WATSON Samuel,INEOS Grenadiers
Gent-Wevelgem in Flanders Fields ME,92,LIENHARD Fabian,Tudor Pro Cycling Team
Gent-Wevelgem in Flanders Fields ME,93,VAN SINTMAARTENSDIJK Roel,Intermarché - Wanty
Gent-Wevelgem in Flanders Fields ME,94,BRAET Vito,Intermarché - Wanty
Gent-Wevelgem in Flanders Fields ME,95,MORO Manlio,Movistar Team
Gent-Wevelgem in Flanders Fields ME,500,GAMPER Patrick,Team Jayco AlUla
Gent-Wevelgem in Flanders Fields ME,500,ANDRESEN Tobias Lund,Team Picnic PostNL
Gent-Wevelgem in Flanders Fields ME,500,BOIVIN Guillaume,Israel - Premier Tech
Gent-Wevelgem in Flanders Fields ME,500,GRIGNARD Sébastien,Lotto
Gent-Wevelgem in Flanders Fields ME,500,DE LIE Arnaud,Lotto
Gent-Wevelgem in Flanders Fields ME,500,KANTER Max,XDS Astana Team
Gent-Wevelgem in Flanders Fields ME,500,GAZZOLI Michele,XDS Astana Team
Gent-Wevelgem in Flanders Fields ME,500,MÄRKL Niklas,Team Picnic PostNL
Gent-Wevelgem in Flanders Fields ME,500,GIDDINGS Joshua,Lotto
Gent-Wevelgem in Flanders Fields ME,500,LEIJNSE Enzo,Team Picnic PostNL
Gent-Wevelgem in Flanders Fields ME,500,EDMONDSON Alex,Team Picnic PostNL
Gent-Wevelgem in Flanders Fields ME,500,SÜTTERLIN Jasha,Team Jayco AlUla
Gent-Wevelgem in Flanders Fields ME,500,CÔTÉ Pier-André,Israel - Premier Tech
Gent-Wevelgem in Flanders Fields ME,500,O'BRIEN Kelland,Team Jayco AlUla
Gent-Wevelgem in Flanders Fields ME,500,DONALDSON Robert,Team Jayco AlUla
Gent-Wevelgem in Flanders Fields ME,500,VAN POPPEL Danny,Red Bull - BORA - hansgrohe
Gent-Wevelgem in Flanders Fields ME,500,MULLEN Ryan,Red Bull - BORA - hansgrohe
Gent-Wevelgem in Flanders Fields ME,500,REINDERS Elmar,Team Jayco AlUla
